pde,depth,width,activation,learning_rate,adam_beta2,adam_epochs,lbfgs_iters,grid_size,la_bc,adam_final_rrmse,final_rrmse,adam_time,lbfgs_time,training_time,seed
pde4,2,50,swish,5e-05,0.999,80000,200,100,1.0,0.7262446284294128,0.3557504415512085,6935.180016517639,1388.2433273792267,8323.423343896866,42
pde4,2,50,tanh,0.05,0.999,80000,200,100,1.0,0.2744218111038208,0.21887826919555664,4757.932246208191,915.6694400310516,5673.601686239243,42
pde4,2,50,tanh,0.005,0.999,80000,200,100,1.0,0.4093293249607086,0.36063826084136963,5844.659647464752,1048.773639202118,6893.43328666687,42
pde4,2,50,tanh,0.0005,0.999,80000,200,100,1.0,0.4220801591873169,0.16787008941173553,4793.686271190643,1821.3047749996185,6614.991046190262,42
pde4,2,50,tanh,5e-05,0.999,80000,200,100,1.0,0.4889530539512634,0.23567965626716614,5249.253251791,1933.8872702121735,7183.140522003174,42
pde4,5,10,sin,0.05,0.999,80000,200,100,1.0,1.1482524871826172,0.9636046886444092,41134.17748618126,31.279136419296265,41165.456622600555,42
pde4,5,10,sin,0.005,0.999,80000,200,100,1.0,0.3166252076625824,0.14134159684181213,27970.86006951332,2958.035350561142,30928.895420074463,42
pde4,5,10,sin,0.0005,0.999,80000,200,100,1.0,0.48612555861473083,0.3622484803199768,41181.81363034248,87.24066638946533,41269.05429673195,42
pde4,5,10,sin,5e-05,0.999,80000,200,100,1.0,0.47986289858818054,0.47986191511154175,36797.40124249458,94.98542499542236,36892.386667490005,42
pde4,5,10,swish,0.05,0.999,80000,200,100,1.0,0.3207729756832123,0.13611803948879242,10232.398050546646,1332.7842087745667,11565.182259321213,42
pde4,5,10,swish,0.005,0.999,80000,200,100,1.0,0.33611178398132324,0.20714375376701355,9259.830709695816,1278.6519587039948,10538.48266839981,42
pde4,5,10,swish,0.0005,0.999,80000,200,100,1.0,0.4835776686668396,0.3432759642601013,13349.800541877747,1884.197698354721,15233.998240232468,42
pde4,5,10,swish,5e-05,0.999,80000,200,100,1.0,0.4903102517127991,0.4903104305267334,6060.846428871155,92.68012547492981,6153.526554346085,42
pde4,5,10,tanh,0.05,0.999,80000,200,100,1.0,1.086992859840393,1.0865788459777832,4436.034257888794,15.5098295211792,4451.544087409973,42
pde4,5,10,tanh,0.005,0.999,80000,200,100,1.0,0.3551747798919678,0.18218426406383514,6429.8827266693115,1229.2365264892578,7659.119253158569,42
pde4,5,10,tanh,0.0005,0.999,80000,200,100,1.0,0.41968998312950134,0.3638755977153778,4122.589958190918,1262.9672689437866,5385.557227134705,42
pde4,5,10,tanh,5e-05,0.999,80000,200,100,1.0,0.3915802538394928,0.3399282395839691,4226.903457164764,1296.863615512848,5523.767072677612,42
pde4,5,50,sin,0.05,0.999,80000,200,100,1.0,1.0865788459777832,1.0865788459777832,8292.646608114243,214.95397996902466,8507.600588083267,42
