pde,trial,d_hidden,d_model,mapping_size,n_params,lbfgs_iters,final_rrmse,final_rmae,train_time,seed
ch6_helm3_la500,24,256,32,128,169519,1000,0.05189523933454014,0.0522799767846136,2643.6330258846283,42
ch6_helm3_la500,25,768,16,112,683423,1000,0.42611482131905337,0.4214424574047279,3889.057407140732,42
ch6_helm3_la500,26,256,64,16,200527,1000,0.06544916981103019,0.06603953087294322,2259.5154683589935,42
ch6_helm3_la500,27,768,64,48,763215,1000,0.18822476801464344,0.19205349772946503,4494.462834358215,42
ch6_helm3_la500,28,512,32,96,373039,1000,0.05885937072759439,0.059824284669045255,3356.397521018982,42
ch6_helm3_la500,29,768,128,48,901007,1000,0.04367963606114529,0.044076593621345424,5346.043052196503,42
ch6_helm3_la500,30,128,16,128,98335,1000,0.1889404200712786,0.19331938289345021,2039.8625288009644,42
ch6_helm3_la500,31,768,64,16,759119,1000,0.16294190315104504,0.16231784583046413,4308.00434756279,42
ch6_helm3_la500,32,256,64,96,210767,1000,0.04795072555883559,0.04807405805152129,2656.56622838974,42
ch6_helm3_la500,33,128,128,128,264207,1000,0.00886286499737314,0.008707505931257872,2939.2827956676483,42
ch6_helm3_la500,34,256,64,32,202575,1000,0.070379881377312,0.07151919971719799,2761.725380420685,42
ch6_helm3_la500,35,512,128,80,547983,1000,0.04233022410147307,0.042977582576063975,4357.131816625595,42
ch6_helm3_la500,36,128,32,96,113839,1000,0.062040554546335835,0.06367971176118119,1974.181646823883,42
ch6_helm3_la500,37,512,128,128,560271,1000,0.04238686628198129,0.0428154637071079,3591.0942838191986,42
ch6_helm3_la500,38,128,32,128,115887,1000,0.038204706175373866,0.03954386543546728,2073.6645300388336,42
ch6_helm3_la500,39,512,16,48,348831,1000,0.37857624697097014,0.3810225349515549,3323.095207929611,42
ch6_helm3_la500,40,512,64,16,414287,1000,0.42443417049470794,0.4305353348404766,3012.2772438526154,42
ch6_helm3_la500,41,128,128,96,256015,1000,0.016862606856546968,0.01715574742147749,2822.468914270401,42
ch6_helm3_la500,42,256,32,48,164399,1000,0.09626400476120697,0.09769917346919119,2351.6983473300934,42
ch6_helm3_la500,43,768,16,128,683935,1000,0.29579109849148477,0.297583357492729,3994.6465747356415,42
ch6_helm3_la500,44,768,32,128,711727,1000,0.0859912665387585,0.08766288366154285,4553.213944911957,42
ch6_helm3_la500,45,256,64,128,214863,1000,0.025707672794276926,0.02578757517580587,2596.439422607422,42
ch6_helm3_la500,46,128,64,16,142799,1000,0.12644466256546083,0.12770511599879542,2337.765815258026,42
ch6_helm3_la500,47,768,32,96,709679,1000,0.1317230806213533,0.13290231729281282,4671.8130650520325,42
ns2d,0,768,64,64,766096,1000,0.02821359918834693,0.03061199385414518,2626.0437426567078,42
ns2d,1,256,128,16,301840,1000,0.06220480928771304,0.06663558409291834,2415.2691617012024,42
ns2d,2,768,32,96,710480,1000,0.01881106602729903,0.018878406993292147,3013.480701446533,42
ns2d,3,256,16,48,147632,1000,0.020561587410249875,0.022037932098662203,2635.6808385849,42
ns2d,4,768,16,64,682672,1000,0.03321343405719187,0.037540078110804155,4198.033040523529,42
ns2d,5,512,128,64,544528,1000,0.03360088986773876,0.03437535287339958,2259.746649980545,42
ns2d,6,128,128,64,248080,1000,0.04106447133510213,0.04276162381314568,1398.8683161735535,42
ns2d,7,512,16,64,349872,1000,0.024136514861669654,0.02640618966338473,3663.6793324947357,42
ns2d,8,512,32,80,372560,1000,0.025943841646139526,0.024514050424823512,2482.4059178829193,42
ns2d,9,768,64,16,759952,1000,0.02702664289227161,0.02690805793398853,3218.893936395645,42
ns2d,10,768,128,80,910096,1000,0.043669395589517795,0.04585608515507469,2358.0686523914337,42
ns2d,11,512,64,80,423056,1000,0.0486662880138057,0.0509274471568054,1856.762152671814,42
ns2d,12,256,16,112,149680,1000,0.030689454302496654,0.03079538023732491,3070.231165409088,42
ns2d,13,128,16,16,94896,1000,0.017920052279898593,0.01562913530724003,2192.111481189728,42
ns2d,14,768,128,16,893712,1000,0.03530792656115115,0.04081981716198653,2821.440703392029,42
ns2d,15,256,64,64,206992,1000,0.0736818643688559,0.07616657524148694,1883.3061616420746,42
ns2d,16,128,64,96,153232,1000,0.032087913721777196,0.03462872172693779,1296.4250304698944,42
ns2d,17,768,128,128,922384,1000,0.05756924924256079,0.0653746800719657,2622.035115480423,42
ns2d,18,256,16,80,148656,1000,0.01946998978610376,0.020092504608231858,2549.0150101184845,42
ns2d,19,512,32,64,371536,1000,0.026254791242897046,0.0284312928856724,2603.33788561821,42
ns2d,20,512,128,32,536336,1000,0.04423746314250714,0.04853322506061475,2839.2227160930634,42
ns2d,21,768,128,96,914192,1000,0.06474805348948737,0.06887514137040208,2129.1126158237457,42
ns2d,22,256,16,16,146608,1000,0.021160250834545043,0.020984226254845622,3020.0327961444855,42
ns2d,23,256,64,16,200848,1000,0.05493122965843607,0.05601835843559107,2815.266937017441,42
ns2d,24,512,16,80,350384,1000,0.02064287421475176,0.021953052751388893,3039.0186812877655,42
ns2d,25,128,32,96,114000,1000,0.018458098370171053,0.019168053922198024,1620.22523188591,42
ns2d,26,512,128,96,552720,1000,0.05238526908056579,0.057531873230623566,2158.84056019783,42
ns2d,27,768,32,80,709456,1000,0.01816512586289618,0.018036672754124967,3139.049374103546,42
ns2d,28,128,64,80,151184,1000,0.016796354095712222,0.016846391431688788,1289.6758708953857,42
ns2d,29,256,32,112,168784,1000,0.030283265153885526,0.029790829519893872,2080.356032371521,42
ns2d,30,512,16,32,348848,1000,0.01860479850292674,0.018490246478265197,3514.2164919376373,42
ns2d,31,768,128,112,918288,1000,0.04757222152359117,0.05173556169990314,2665.1421768665314,42
ns2d,32,256,32,96,167760,1000,0.020879885782832855,0.02036272868088186,1778.1994843482971,42
ns2d,33,256,128,64,314128,1000,0.05959667676758768,0.06534522667371735,2146.9313282966614,42
ns2d,34,768,64,80,768144,1000,0.033318344605892294,0.0321126554017362,2827.621994495392,42
ns2d,35,768,64,32,762000,1000,0.02396530232537602,0.024591062957748995,3017.3645153045654,42
ns2d,36,512,16,48,349360,1000,0.03183777376014049,0.031219795620740166,3279.5010566711426,42
ns2d,37,128,32,112,115024,1000,0.026556853728979566,0.028833890046273684,1976.6756999492645,42
ns2d,38,256,64,128,215184,1000,0.030144858254058073,0.029778313076817043,1582.495124578476,42
ns2d,39,768,16,32,681648,1000,0.016786411101131896,0.01656577977671318,3530.0315113067627,42
ns2d,40,512,64,64,421008,1000,0.05232346808402991,0.057190680493112836,2462.086724281311,42
ns2d,41,256,64,32,202896,1000,0.031086295542722745,0.031627659966627183,1894.9955787658691,42
ns2d,42,768,16,96,683696,1000,0.02282919394542648,0.02478544005088032,4847.473115444183,42
ns2d,43,768,32,32,706384,1000,0.042427210613574864,0.04749314862764663,3573.45059967041,42
ns2d,44,768,32,16,705360,1000,0.02033271996771655,0.021082781395264483,2811.1838824748993,42
ns2d,45,256,16,64,148144,1000,0.019189325652965668,0.020396611130423476,2787.1864562034607,42
ns2d,46,128,32,48,110928,1000,0.020821079789078597,0.02214128770387555,1651.79394698143,42
ns2d,47,128,64,64,149136,1000,0.04187492190039999,0.0456779231343034,1693.749074459076,42
